customerid,amount,frequency,invoicedate,recency,cluster_id
15271.0,2485.82,275,2011-12-02 14:11:00,6,0
15272.0,721.94,63,2011-10-13 12:59:00,56,0
15274.0,716.57,47,2011-12-05 16:57:00,3,0
15275.0,609.19,42,2011-11-08 17:54:00,30,0
15276.0,135.31,52,2011-10-04 16:39:00,65,0
15277.0,255.89999999999998,12,2011-10-24 10:08:00,46,0
15279.0,277.40999999999997,21,2010-12-20 10:48:00,354,2
15280.0,113.12,16,2011-06-20 17:14:00,171,2
15281.0,2239.9500000000003,150,2011-10-12 09:10:00,58,0
15286.0,240.55,3,2011-10-21 11:08:00,49,0
15287.0,485.24,21,2011-11-17 15:34:00,21,0
15288.0,2306.52,88,2011-10-27 16:58:00,42,0
15289.0,935.1,59,2011-11-10 13:49:00,28,0
15290.0,7803.7699999999995,212,2011-12-05 11:39:00,4,0
15291.0,4596.51,109,2011-11-14 11:02:00,25,0
15292.0,180.94,25,2011-05-22 15:00:00,200,2
15296.0,3610.31,200,2011-10-26 16:33:00,43,0
15297.0,635.04,41,2011-11-29 16:32:00,9,0
15298.0,3774.1,194,2011-12-07 17:17:00,1,0
15299.0,3787.09,12,2011-10-03 14:19:00,66,0
15300.0,496.44,28,2011-10-06 17:08:00,63,0
15301.0,5028.12,247,2011-10-20 09:57:00,50,0
15303.0,574.02,31,2011-02-22 13:59:00,289,2
15304.0,680.3,26,2011-10-10 10:23:00,60,0
15306.0,1174.35,58,2011-10-06 12:56:00,63,0
15307.0,205.3,12,2011-09-05 11:38:00,95,0
15308.0,302.27,21,2011-03-14 12:24:00,270,2
15311.0,59419.340000000004,2491,2011-12-09 12:00:00,0,1
15312.0,921.1,48,2011-09-25 13:10:00,74,0
15313.0,52.0,1,2011-08-21 16:02:00,109,0
15314.0,327.97,24,2011-05-24 14:39:00,198,2
15315.0,551.54,38,2011-10-06 12:51:00,63,0
15316.0,165.0,1,2011-01-17 11:34:00,326,2
15318.0,312.62,33,2011-12-06 11:30:00,3,0
15319.0,204.5,16,2011-03-01 12:48:00,283,2
15320.0,267.13,36,2011-10-26 13:27:00,43,0
15321.0,2650.73,106,2011-10-21 13:58:00,48,0
15322.0,602.97,49,2011-10-06 20:38:00,63,0
15325.0,162.29,49,2011-08-28 11:55:00,103,0
15326.0,311.71,29,2011-01-10 11:38:00,333,2
15327.0,208.75,10,2011-10-18 11:55:00,52,0
15329.0,1005.5,62,2011-11-04 12:56:00,34,0
15330.0,714.96,13,2011-11-07 17:50:00,31,0
15332.0,1661.06,35,2010-12-08 14:43:00,365,2
15333.0,1028.56,16,2011-05-15 13:27:00,207,2
15334.0,351.67,99,2011-07-06 11:22:00,156,2
15335.0,173.97,36,2011-10-17 12:50:00,53,0
15339.0,557.57,88,2011-10-04 12:51:00,65,0
15341.0,2020.52,17,2011-09-20 09:40:00,80,0
15342.0,391.76,26,2011-08-15 16:20:00,115,0
15343.0,364.5,21,2011-09-13 13:55:00,86,0
15344.0,476.58,32,2011-12-09 10:45:00,0,0
15345.0,367.69,23,2011-11-04 13:24:00,34,0
15346.0,252.42000000000002,17,2011-01-11 11:18:00,332,2
15347.0,201.60000000000002,5,2010-12-08 15:25:00,365,2
15348.0,158.04,9,2011-09-28 13:17:00,71,0
15349.0,473.81,72,2011-07-04 16:06:00,157,2
15350.0,115.65,5,2010-12-01 13:33:00,372,2
15351.0,1862.14,233,2011-11-27 12:52:00,11,0
15353.0,777.02,63,2011-03-30 12:15:00,254,2
15355.0,277.05,14,2011-11-10 13:44:00,28,0
15356.0,2766.5,519,2011-11-08 13:11:00,30,0
15358.0,8234.8,561,2011-12-05 09:04:00,4,0
15360.0,427.93,13,2011-10-31 09:35:00,39,0
15361.0,418.92,7,2010-12-13 09:52:00,361,2
15363.0,318.05,17,2011-04-12 15:48:00,240,2
15364.0,913.19,29,2011-09-05 09:46:00,95,0
15365.0,1330.45,151,2011-11-14 08:29:00,25,0
15366.0,602.51,44,2011-09-25 15:01:00,74,0
15367.0,1867.69,96,2011-10-13 14:13:00,56,0
15368.0,446.94000000000005,4,2011-11-18 14:42:00,20,0
15369.0,-1592.49,1,2011-07-18 15:11:00,143,2
15370.0,2360.55,95,2011-10-30 10:58:00,40,0
15372.0,2007.3999999999999,27,2011-07-25 16:39:00,136,0
15373.0,2213.11,137,2011-12-01 15:05:00,7,0
15374.0,168.0,3,2011-08-03 09:59:00,128,0
15376.0,1233.3600000000001,117,2011-10-30 15:04:00,39,0
15379.0,3631.8900000000003,196,2011-06-23 13:13:00,168,2
15380.0,1682.3600000000001,37,2011-12-01 12:13:00,8,0
15381.0,596.85,8,2011-05-10 11:55:00,213,2
15382.0,5927.86,306,2011-11-25 10:58:00,14,0
15384.0,635.76,43,2011-06-23 10:57:00,169,2
15385.0,316.88,12,2011-10-30 15:11:00,39,0
15386.0,394.14,31,2011-06-06 13:47:00,185,2
15388.0,140.54,10,2011-03-14 13:53:00,269,2
15389.0,500.0,1,2011-06-20 16:18:00,171,2
15392.0,1515.73,85,2011-12-05 11:01:00,4,0
15393.0,231.86,12,2011-11-23 16:48:00,15,0
15394.0,2183.54,85,2011-11-30 11:49:00,9,0
15395.0,107.45,7,2011-01-18 12:40:00,325,2
15396.0,288.18,14,2011-08-19 10:56:00,112,0
15397.0,94.0,6,2011-02-23 09:25:00,289,2
15398.0,1339.63,74,2011-11-23 16:47:00,15,0
15399.0,815.77,50,2011-12-08 13:04:00,0,0
15400.0,666.7,13,2011-09-08 13:57:00,91,0
15402.0,626.77,42,2011-07-14 12:17:00,148,2
15405.0,349.1,8,2011-06-03 14:44:00,188,2
15406.0,426.61,58,2011-11-21 16:14:00,17,0
15407.0,1056.44,153,2011-11-06 11:55:00,33,0
15408.0,267.18,34,2011-03-20 15:02:00,263,2
15410.0,3450.84,122,2011-09-16 14:47:00,83,0
15411.0,1346.38,100,2011-11-13 15:19:00,25,0
15412.0,190.53,10,2011-06-21 15:24:00,170,2
15414.0,774.9000000000001,39,2011-11-30 09:50:00,9,0
15415.0,572.8100000000001,48,2011-01-30 14:13:00,312,2
15416.0,3974.37,193,2011-10-06 09:38:00,64,0
15417.0,508.8,28,2011-09-15 15:26:00,84,0
15419.0,135.86,8,2011-11-15 09:23:00,24,0
15421.0,950.36,53,2011-10-12 09:20:00,58,0
15422.0,97.7,6,2011-01-20 16:17:00,322,2
15423.0,43.5,2,2011-11-01 14:01:00,37,0
15424.0,383.34,17,2011-03-30 13:02:00,253,2
15426.0,1429.9,300,2011-11-20 15:36:00,18,0
15427.0,1483.14,306,2011-11-06 14:29:00,32,0
15428.0,93.78,6,2011-11-24 16:54:00,14,0
15429.0,364.90000000000003,83,2011-11-13 12:28:00,26,0
15432.0,171.19,10,2011-11-16 16:30:00,22,0
15433.0,417.87,53,2011-09-21 16:24:00,78,0
15434.0,997.48,59,2011-12-01 13:33:00,7,0
15435.0,149.29,29,2011-11-17 16:39:00,21,0
15436.0,1122.53,329,2011-11-27 16:05:00,11,0
15437.0,200.16,45,2011-03-22 13:11:00,261,2
15438.0,156.57999999999998,25,2011-07-31 14:19:00,130,0
15440.0,383.68,62,2011-10-16 12:16:00,54,0
15442.0,594.0,2,2011-04-05 12:24:00,248,2
15443.0,3212.16,385,2011-12-08 10:40:00,1,0
15444.0,1418.26,219,2011-11-30 17:37:00,8,0
15445.0,113.5,5,2011-03-20 15:06:00,263,2
15447.0,155.17,9,2011-01-13 11:26:00,330,2
15448.0,494.64,28,2011-01-31 10:42:00,312,2
15449.0,971.22,62,2011-11-13 15:02:00,25,0
15450.0,429.84,30,2011-11-09 17:11:00,29,0
15452.0,538.73,58,2011-11-10 12:13:00,29,0
15453.0,1388.37,286,2011-12-08 10:59:00,1,0
15454.0,179.1,25,2010-12-12 14:21:00,361,2
15456.0,447.22,60,2011-03-01 13:51:00,282,2
15457.0,237.07,58,2011-03-22 15:31:00,261,2
15458.0,161.64,7,2011-11-14 13:08:00,24,0
15460.0,216.76,58,2010-12-20 16:08:00,353,2
15462.0,234.6,11,2011-09-06 13:11:00,93,0
15463.0,126.14,7,2011-11-10 12:57:00,28,0
15464.0,1048.85,157,2011-01-05 15:56:00,337,2
15465.0,6945.0199999999995,104,2011-11-20 10:11:00,19,0
15466.0,334.53,57,2011-09-15 14:08:00,84,0
15467.0,511.88,53,2011-11-30 14:17:00,8,0
15468.0,438.46,29,2011-11-04 13:11:00,34,0
15469.0,504.5,27,2011-10-27 19:16:00,42,0
15471.0,469.48,77,2011-12-07 14:12:00,1,0
15472.0,371.56,76,2011-08-18 15:17:00,112,0
15473.0,1465.2,14,2011-11-25 15:15:00,13,0
15475.0,454.10999999999996,29,2011-09-23 15:20:00,76,0
15478.0,1441.42,46,2011-10-30 14:19:00,39,0
15480.0,905.5,45,2011-08-15 14:32:00,115,0
15482.0,6568.72,127,2011-11-24 10:46:00,15,0
15483.0,233.81,88,2011-07-01 13:07:00,160,2
15484.0,3563.11,189,2011-12-08 15:03:00,0,0
15485.0,2575.0,86,2011-11-09 14:31:00,29,0
15488.0,91.32000000000001,2,2011-09-08 10:11:00,92,0
15489.0,1090.03,55,2011-11-17 08:53:00,22,0
15491.0,3090.85,155,2011-09-05 15:56:00,94,0
15492.0,659.4599999999999,35,2011-11-11 14:53:00,27,0
15493.0,1967.25,299,2011-11-07 12:04:00,32,0
15494.0,1299.23,125,2011-11-18 14:51:00,20,0
15497.0,1259.7,16,2011-11-22 11:51:00,17,0
15498.0,12396.46,523,2011-12-09 10:28:00,0,0
15500.0,1131.56,68,2011-12-01 13:47:00,7,0
15502.0,5541.46,252,2011-11-24 12:48:00,15,0
15503.0,147.09,70,2010-12-12 10:57:00,362,2
15504.0,52.83,13,2011-09-19 13:45:00,80,0
15505.0,3497.14,99,2011-10-18 07:56:00,52,0
15506.0,979.26,164,2011-11-17 12:11:00,22,0
15507.0,492.36,46,2011-06-21 11:19:00,171,2
15508.0,1000.27,92,2011-06-03 15:43:00,188,2
15510.0,250.0,1,2011-01-13 12:10:00,330,2
15511.0,909.23,160,2011-11-28 09:43:00,11,0
15512.0,121.0,7,2011-07-07 10:20:00,155,2
15513.0,14520.08,314,2011-11-08 16:21:00,30,0
15514.0,2963.19,218,2011-11-27 14:40:00,11,0
15516.0,62.43,15,2011-10-26 10:51:00,44,0
15517.0,267.03,27,2011-04-20 14:02:00,232,2
15518.0,1911.89,220,2011-10-06 13:05:00,63,0
15520.0,343.5,18,2011-12-08 10:58:00,1,0
15521.0,2574.65,200,2011-11-03 13:52:00,35,0
15522.0,398.84,57,2011-11-07 11:26:00,32,0
15523.0,412.01000000000005,10,2011-09-16 16:29:00,83,0
15524.0,440.0,1,2011-11-15 12:09:00,24,0
15525.0,811.02,180,2011-12-07 15:39:00,1,0
15526.0,148.44,4,2011-11-06 15:04:00,32,0
15527.0,2348.82,166,2011-11-21 12:17:00,18,0
15528.0,229.33,26,2011-03-30 16:14:00,253,2
15529.0,3967.78,674,2011-11-17 11:29:00,22,0
15530.0,1502.35,108,2011-11-18 12:25:00,21,0
15531.0,2007.44,228,2011-12-01 18:43:00,7,0
15532.0,1517.08,263,2011-11-14 14:51:00,24,0
15533.0,746.92,86,2011-11-20 15:35:00,18,0
15535.0,459.9,78,2011-06-19 16:02:00,172,2
15537.0,110.92,24,2011-06-29 13:10:00,162,2
15539.0,538.46,41,2011-12-02 13:36:00,6,0
15540.0,213.3,15,2011-11-28 13:51:00,10,0
15541.0,85.13000000000001,29,2011-08-17 14:58:00,113,0
15543.0,127.86,28,2011-02-24 15:26:00,287,2
15544.0,3542.51,261,2011-12-01 09:16:00,8,0
15545.0,292.71999999999997,81,2011-10-16 13:24:00,53,0
15547.0,4954.84,702,2011-12-02 12:52:00,6,0
15549.0,1655.76,116,2011-09-23 16:22:00,76,0
15550.0,575.63,61,2011-12-05 15:38:00,3,0
15551.0,436.06,29,2011-11-03 12:37:00,36,0
15552.0,90.12,17,2011-05-06 14:47:00,216,2
15553.0,437.23,56,2011-10-10 14:02:00,59,0
15554.0,217.2,14,2011-03-07 09:00:00,277,2
15555.0,4758.2,925,2011-11-27 16:19:00,11,0
15556.0,279.77,31,2011-11-15 16:08:00,23,0
15557.0,473.65000000000003,20,2011-11-11 12:46:00,28,0
15561.0,722.74,31,2011-11-28 11:07:00,11,0
15562.0,134.55,1,2010-12-23 09:55:00,351,2
15563.0,1319.69,117,2011-12-01 09:36:00,8,0
15565.0,173.16,8,2011-10-20 14:33:00,49,0
15567.0,186.01,7,2011-11-21 10:48:00,18,0
15568.0,758.29,53,2011-12-07 11:27:00,2,0
15569.0,1375.71,31,2011-08-28 10:15:00,103,0
15570.0,4109.97,330,2011-12-02 14:47:00,6,0
15571.0,650.4300000000001,57,2011-11-28 10:02:00,11,0
15572.0,2552.86,215,2011-12-05 10:09:00,4,0
15573.0,607.45,104,2011-11-08 11:38:00,31,0
15574.0,702.25,168,2011-06-15 12:01:00,177,2
15576.0,940.6700000000001,45,2011-11-02 12:03:00,37,0
15577.0,258.88,39,2011-07-11 17:03:00,150,2
15578.0,127.1,13,2011-06-30 13:03:00,161,2
15579.0,348.6,51,2011-10-02 12:45:00,68,0
15581.0,3429.9700000000003,151,2011-08-11 09:38:00,120,0
15582.0,682.9100000000001,44,2011-11-15 09:55:00,24,0
15584.0,722.61,125,2011-11-16 10:55:00,23,0
15585.0,455.3,31,2011-06-16 08:38:00,176,2
15587.0,913.6800000000001,9,2011-10-20 13:37:00,49,0
15589.0,456.58,30,2011-04-01 11:22:00,252,2
15590.0,-30.19,1,2011-02-23 16:36:00,288,2
15592.0,388.58,24,2011-10-24 08:59:00,46,0
15593.0,199.8,5,2011-09-30 11:46:00,70,0
15594.0,1767.53,104,2011-11-24 08:53:00,15,0
15596.0,1343.34,84,2011-08-31 10:55:00,100,0
15597.0,315.71999999999997,23,2011-11-10 11:46:00,29,0
15598.0,235.68,16,2011-11-04 13:14:00,34,0
15599.0,761.74,52,2011-11-13 11:44:00,26,0
15601.0,6745.36,414,2011-11-28 15:15:00,10,0
15602.0,1083.63,54,2011-12-01 14:14:00,7,0
15603.0,48.480000000000004,2,2011-09-22 10:04:00,78,0
15604.0,216.39,17,2011-10-18 14:47:00,51,0
15605.0,1198.23,67,2011-11-03 14:17:00,35,0
15606.0,2422.64,91,2011-10-13 13:32:00,56,0
15607.0,104.76,13,2011-01-07 12:44:00,336,2
15608.0,1093.68,60,2011-11-11 13:20:00,27,0
15609.0,270.03000000000003,18,2011-06-10 09:55:00,182,2
15610.0,112.46000000000001,6,2011-10-19 10:36:00,51,0
15611.0,1568.39,45,2011-11-30 12:36:00,9,0
15612.0,195.15,6,2011-11-03 14:52:00,35,0
15615.0,10360.04,429,2011-11-29 14:42:00,9,0
15618.0,747.031,49,2011-11-07 08:34:00,32,0
15619.0,336.40000000000003,3,2011-11-29 08:14:00,10,0
15620.0,1524.4,104,2011-10-20 19:17:00,49,0
15621.0,1158.77,18,2011-12-05 14:01:00,3,0
15622.0,3224.53,214,2011-12-06 14:57:00,2,0
15623.0,301.03,19,2011-07-21 17:26:00,140,2
15624.0,588.13,34,2011-08-15 11:38:00,116,0
15625.0,1504.56,68,2011-08-31 16:13:00,99,0
15626.0,675.8,49,2011-09-26 10:03:00,74,0
15628.0,2865.64,157,2011-12-05 10:24:00,4,0
15630.0,1180.4,61,2011-10-25 15:36:00,44,0
15632.0,3147.31,177,2011-11-24 09:51:00,15,0
15634.0,243.55,15,2011-11-22 16:28:00,16,0
15636.0,724.76,25,2011-09-11 11:17:00,89,0
15637.0,223.36,15,2011-10-18 08:28:00,52,0
15638.0,-94.0,2,2011-02-11 15:12:00,300,2
15639.0,425.32,25,2011-07-28 14:30:00,133,0
15640.0,12433.34,495,2011-12-05 14:35:00,3,0
15641.0,1887.2,119,2011-08-26 14:04:00,104,0
15643.0,647.4,36,2011-06-13 17:19:00,178,2
15644.0,813.0,238,2011-06-26 14:54:00,165,2
15645.0,612.01,52,2011-11-21 11:55:00,18,0
15646.0,425.14000000000004,36,2011-07-05 09:53:00,157,2
15648.0,599.9,28,2011-05-19 15:53:00,203,2
15649.0,816.0,2,2011-01-07 13:34:00,335,2
15651.0,646.3,32,2011-11-03 08:41:00,36,0
15652.0,337.74,21,2011-09-09 14:22:00,90,0
15653.0,877.4399999999999,6,2011-09-08 10:49:00,92,0
15654.0,922.53,21,2011-11-30 13:08:00,8,0
15655.0,511.32,37,2011-04-20 16:28:00,232,2
15656.0,748.5,47,2011-10-25 14:56:00,44,0
15657.0,30.0,1,2011-11-17 12:19:00,22,0
15658.0,958.9,56,2011-06-02 15:22:00,189,2
15659.0,306.45,11,2011-10-27 09:23:00,43,0
15660.0,1552.01,94,2011-11-14 16:58:00,24,0
15661.0,309.8,5,2011-01-26 13:56:00,316,2
15663.0,138.14,9,2011-08-25 15:50:00,105,0
15664.0,358.63,19,2011-10-20 10:57:00,50,0
15665.0,2242.01,116,2011-06-24 14:57:00,167,2
15667.0,301.32,13,2011-10-31 10:56:00,39,0
15668.0,76.32000000000001,1,2011-05-06 10:39:00,217,2
15669.0,677.69,35,2011-10-30 16:03:00,39,0
15670.0,173.05,12,2011-02-16 10:50:00,296,2
15671.0,2635.4900000000002,81,2011-11-21 12:43:00,18,0
15673.0,2881.02,155,2011-09-12 16:12:00,87,0
15674.0,1744.02,135,2011-09-27 15:17:00,72,0
15675.0,323.69,21,2011-09-19 13:48:00,80,0
15676.0,3324.09,216,2011-11-30 17:39:00,8,0
15677.0,657.23,33,2011-10-21 15:36:00,48,0
15678.0,352.7,12,2011-10-18 09:25:00,52,0
15679.0,781.28,110,2011-11-15 16:19:00,23,0
15680.0,1333.68,78,2011-11-30 13:46:00,8,0
15681.0,946.36,67,2011-11-21 13:25:00,17,0
15683.0,193.75,10,2011-08-14 12:56:00,116,0
15687.0,2981.5,168,2011-12-01 08:33:00,8,0
15689.0,254.1,9,2011-08-12 09:37:00,119,0
15690.0,239.76,19,2011-12-05 15:59:00,3,0
15691.0,136.8,2,2011-04-01 15:13:00,251,2
15692.0,191.04,12,2011-11-11 14:12:00,27,0
15694.0,6423.6,79,2011-12-09 09:44:00,0,0
15695.0,409.98,22,2011-03-18 08:32:00,266,2
15696.0,2644.46,177,2011-11-06 14:02:00,32,0
15699.0,309.65,18,2011-11-22 08:26:00,17,0
15700.0,664.03,89,2011-06-20 16:53:00,171,2
15701.0,1542.14,237,2011-12-07 14:39:00,1,0
15703.0,211.5,5,2011-03-20 10:51:00,264,2
15704.0,2293.62,117,2011-07-22 13:35:00,139,0
15705.0,143.1,6,2011-05-22 15:37:00,200,2
15706.0,1001.8100000000001,59,2011-10-11 10:14:00,59,0
15707.0,945.58,214,2011-11-04 14:35:00,34,0
15708.0,3329.7200000000003,297,2011-10-30 10:54:00,40,0
15709.0,133.25,6,2011-03-01 10:38:00,283,2
15712.0,1072.3600000000001,53,2011-11-30 14:09:00,8,0
15713.0,346.75,20,2011-07-19 13:34:00,142,2
15714.0,330.88,35,2011-11-28 11:26:00,11,0
15716.0,1118.81,118,2011-07-17 11:59:00,145,0
15717.0,150.3,7,2011-04-19 13:21:00,233,2
15719.0,5043.96,938,2011-11-07 12:29:00,32,0
15720.0,598.73,128,2011-11-15 14:48:00,23,0
15721.0,507.08,91,2011-11-28 12:14:00,11,0
15722.0,2181.21,72,2011-11-04 11:43:00,35,0
15723.0,203.1,41,2010-12-10 11:12:00,364,2
15724.0,212.3,12,2011-05-22 14:40:00,200,2
15725.0,415.25,32,2011-11-24 14:51:00,14,0
15727.0,5178.96,302,2011-11-23 12:36:00,16,0
15728.0,-134.8,4,2011-10-21 14:03:00,48,0
15729.0,62.0,6,2011-05-25 16:43:00,197,2
15730.0,1108.38,73,2011-10-05 12:31:00,65,0
15732.0,294.12,14,2011-05-11 14:24:00,211,2
15733.0,162.3,10,2011-03-02 09:05:00,282,2
15734.0,1339.45,26,2011-08-17 10:50:00,114,0
15737.0,1121.21,81,2011-11-25 11:21:00,14,0
15738.0,4788.77,176,2011-11-21 08:26:00,18,0
15739.0,449.12,8,2011-10-04 13:42:00,65,0
15740.0,154.88,9,2011-10-21 14:29:00,48,0
15743.0,784.46,88,2011-11-23 17:19:00,15,0
15744.0,34.8,3,2011-09-23 09:52:00,77,0
15745.0,1071.24,65,2011-12-01 11:18:00,8,0
15746.0,182.96,29,2011-07-28 15:27:00,133,0
15747.0,974.04,93,2011-11-27 12:26:00,12,0
15748.0,149.31,21,2011-10-30 12:51:00,39,0
15749.0,21535.9,15,2011-04-18 13:20:00,234,2
15750.0,2451.23,295,2011-12-07 12:34:00,2,0
15752.0,2628.93,412,2011-10-31 11:37:00,39,0
15753.0,79.2,1,2011-02-08 12:41:00,304,2
15754.0,455.67,29,2011-10-20 11:44:00,50,0
15755.0,2318.88,149,2011-12-08 18:59:00,0,0
15756.0,532.96,192,2011-10-09 13:30:00,60,0
15757.0,714.42,45,2011-10-05 12:14:00,65,0
15758.0,205.25,9,2011-11-15 10:48:00,24,0
15759.0,253.04,7,2011-05-05 15:13:00,217,2
15762.0,583.75,37,2011-10-05 16:15:00,64,0
15763.0,1048.67,63,2011-11-08 09:44:00,31,0
15764.0,3245.47,188,2011-09-19 16:16:00,80,0
15766.0,315.06,11,2011-10-06 17:03:00,63,0
15768.0,581.8299999999999,28,2011-08-16 10:48:00,115,0
15769.0,51823.72,147,2011-12-02 13:52:00,6,0
15773.0,635.6800000000001,10,2011-12-04 12:48:00,5,0
15774.0,270.8,25,2011-10-02 12:04:00,68,0
15775.0,104.9,7,2011-04-08 12:56:00,244,2
15776.0,241.62,18,2011-07-29 13:46:00,132,0
15777.0,1021.61,22,2011-04-12 16:43:00,240,2
15780.0,475.28000000000003,29,2011-06-09 12:01:00,183,2
15781.0,333.56,21,2011-11-14 14:57:00,24,0
15782.0,2593.94,44,2011-11-30 10:49:00,9,0
15783.0,246.3,14,2011-11-29 09:50:00,10,0
15785.0,2303.75,87,2011-11-10 12:08:00,29,0
15786.0,4834.2,280,2011-10-27 10:53:00,43,0
15787.0,948.05,206,2011-11-13 14:55:00,25,0
15789.0,351.3,25,2010-12-16 14:35:00,357,2
15790.0,220.85,35,2011-11-29 14:53:00,9,0
15791.0,1604.44,76,2011-10-27 10:14:00,43,0
15793.0,948.96,13,2011-11-30 15:08:00,8,0
15795.0,610.01,42,2011-07-13 10:43:00,149,2
15796.0,2666.61,135,2011-12-08 19:55:00,0,0
15797.0,2207.4,8,2011-08-18 17:04:00,112,0
15799.0,884.14,98,2011-09-25 12:46:00,75,0
15800.0,699.08,119,2011-08-24 14:23:00,106,0
15801.0,1042.19,69,2011-10-24 13:52:00,45,0
15802.0,-451.42,3,2011-07-20 11:40:00,142,2
15803.0,415.82000000000005,8,2011-10-19 14:56:00,50,0
15804.0,3848.55,274,2011-12-09 12:31:00,0,0
15805.0,5452.17,307,2011-11-16 16:32:00,22,0
15806.0,784.58,31,2011-10-24 14:35:00,45,0
15807.0,903.9,48,2011-10-20 14:10:00,49,0
15808.0,3724.77,210,2011-02-06 14:33:00,305,2
15809.0,399.21,43,2011-11-04 12:05:00,35,0
15810.0,1145.43,112,2011-09-22 09:38:00,78,0
15811.0,2171.32,139,2011-11-22 15:29:00,16,0
15812.0,1801.14,41,2011-08-24 14:19:00,106,0
15813.0,1303.9099999999999,40,2011-05-16 08:13:00,207,2
15814.0,1842.73,74,2011-12-06 15:01:00,2,0
15815.0,2100.6,49,2011-10-07 12:42:00,63,0
15819.0,1905.45,123,2011-10-21 14:50:00,48,0
15820.0,206.98,17,2011-01-24 12:00:00,319,2
15821.0,570.96,62,2011-10-26 15:48:00,43,0
15822.0,885.47,33,2011-12-06 14:50:00,2,0
15823.0,-840.76,17,2011-01-06 12:58:00,336,2
15825.0,532.94,20,2011-06-20 13:27:00,171,2
15826.0,1649.3600000000001,69,2011-10-19 13:24:00,50,0
15827.0,1641.48,134,2011-09-27 15:35:00,72,0
15829.0,636.14,51,2011-09-01 16:45:00,98,0
15830.0,547.7,41,2011-11-10 13:35:00,28,0
15831.0,747.76,69,2011-10-12 13:14:00,57,0
15832.0,836.79,54,2011-03-30 15:29:00,253,2
15834.0,2084.9,276,2011-09-30 14:41:00,69,0
15835.0,954.09,50,2011-10-26 15:47:00,43,0
15836.0,117.47,12,2011-10-25 15:37:00,44,0
15837.0,391.98,24,2011-10-06 09:01:00,64,0
15838.0,33350.76,169,2011-11-28 14:00:00,10,0
15839.0,1020.74,65,2011-11-14 13:25:00,24,0
15840.0,345.66,28,2011-10-12 09:08:00,58,0
15841.0,1209.1,50,2011-10-06 18:31:00,63,0
15843.0,118.95000000000002,8,2011-02-09 10:19:00,303,2
15844.0,130.73999999999998,11,2011-10-24 15:19:00,45,0
15845.0,3650.87,140,2011-11-22 09:42:00,17,0
15847.0,389.27,22,2011-11-01 14:41:00,37,0
15850.0,238.85,97,2011-11-20 14:14:00,18,0
15852.0,160.71,22,2011-06-06 11:22:00,186,2
15853.0,110.8,30,2011-10-19 10:38:00,51,0
15854.0,2974.65,140,2011-12-05 13:39:00,3,0
15855.0,712.24,80,2011-07-26 10:20:00,136,0
15856.0,16173.67,653,2011-12-05 17:09:00,3,0
15857.0,297.0,14,2011-11-21 12:18:00,18,0
15858.0,1438.85,191,2011-11-24 12:48:00,15,0
15860.0,977.21,142,2011-10-30 11:25:00,40,0
15861.0,3000.36,547,2011-11-27 15:59:00,11,0
15862.0,832.88,147,2011-12-01 13:28:00,7,0
15863.0,68.84,18,2011-11-14 12:49:00,25,0
15864.0,1769.7800000000002,24,2011-11-17 13:32:00,21,0
15865.0,895.13,40,2011-10-30 12:43:00,40,0
15866.0,230.53,45,2011-08-30 14:09:00,100,0
15867.0,3797.79,463,2011-12-04 13:37:00,4,0
15869.0,149.64,15,2011-03-07 17:23:00,276,2
15870.0,354.09000000000003,76,2011-11-07 10:58:00,32,0
15872.0,360.93,128,2011-11-25 11:55:00,14,0
15874.0,4330.67,137,2011-10-07 12:58:00,62,0
15877.0,440.78,131,2011-12-08 11:57:00,1,0
15880.0,313.28000000000003,106,2010-12-05 13:09:00,368,2
15881.0,438.24,32,2011-01-31 16:59:00,311,2
15882.0,495.36,24,2011-05-25 11:35:00,198,2
15883.0,396.48,49,2011-12-07 17:05:00,1,0
15885.0,379.35,18,2011-09-08 10:43:00,92,0
15886.0,181.09,12,2011-10-10 14:25:00,59,0
15888.0,141.27,14,2011-09-21 09:44:00,79,0
15889.0,446.87,93,2011-07-06 11:10:00,156,2
15891.0,524.52,62,2011-04-27 12:35:00,226,2
15894.0,263.55,41,2011-03-31 13:50:00,252,2
15895.0,179.17,11,2011-07-13 10:27:00,149,2
15897.0,222.05,24,2011-05-29 13:50:00,193,2
15898.0,1384.68,87,2011-12-08 15:23:00,0,0
15899.0,56.25,4,2010-12-06 10:36:00,368,2
15900.0,351.11,51,2011-11-16 12:19:00,23,0
15901.0,363.88,116,2011-11-23 12:43:00,16,0
15903.0,5126.34,75,2011-11-30 08:08:00,9,0
15904.0,164.68,30,2011-12-01 14:50:00,7,0
15906.0,1521.79,151,2011-11-20 12:24:00,19,0
15907.0,967.45,249,2011-12-06 12:21:00,3,0
15909.0,191.94,7,2011-06-19 10:38:00,173,2
15910.0,1232.18,267,2011-12-09 10:51:00,0,0
15912.0,264.62,19,2011-06-14 14:29:00,177,2
15916.0,1491.24,160,2011-11-23 13:46:00,15,0
15917.0,123.1,12,2011-04-06 10:40:00,247,2
15918.0,334.23,40,2011-06-02 11:42:00,190,2
15919.0,639.89,143,2011-11-20 11:28:00,19,0
15920.0,167.5,60,2011-07-08 15:31:00,153,2
15921.0,336.03000000000003,25,2011-06-20 11:03:00,172,2
15922.0,363.6,12,2010-12-02 13:05:00,371,2
15923.0,127.08,21,2010-12-02 12:16:00,372,2
